id,timestamp,feeder,load,loss,voltage,current,power_factor,temperature,humidity,dataset_id
546,2026-03-15 00:27:46.588600,Airport Road Sukkur,68.77110082712736,3.6025539365979404,,,,21.858090931591846,69.09271700114314,1
1267,2026-03-15 00:27:46.588600,Ghotki District Supply,41.12148763042525,1.1555227416156673,,,,23.65244724060097,65.23635920528407,1
1988,2026-03-15 00:27:46.588600,Lab-e-Mehran,52.10022602898401,2.613915722308381,,,,22.574167821828276,61.74889234122673,1
2709,2026-03-15 00:27:46.588600,Lal Shahbaz Area,65.47394811010857,3.7231260495762633,,,,21.913216856462373,73.73125849552255,1
3430,2026-03-15 00:27:46.588600,Minara Road Sukkur,64.7846157394736,2.5200765384525274,,,,23.466701781802374,60.12444608621453,1
4151,2026-03-15 00:27:46.588600,New Sukkur Township,80.86649368952358,5.082159594651145,,,,24.95824441437288,77.25836514400294,1
4872,2026-03-15 00:27:46.588600,Old Sukkur City,78.26271234586041,5.3985486879375335,,,,20.440965130460704,62.60927913423743,1
5593,2026-03-15 00:27:46.588600,Pano Aqil Town,49.209715777890686,2.758604646375357,,,,24.61230834862702,67.18540690797886,1
6314,2026-03-15 00:27:46.588600,Rohri City,69.02939027994918,4.595528384646987,,,,25.25255441583166,66.58638314674135,1
7035,2026-03-15 00:27:46.588600,Saleh Pat Sukkur,54.38655692600794,1.089376083749585,,,,25.074825602639763,68.80810151864559,1
7756,2026-03-15 00:27:46.588600,Shikarpur Road Sukkur,40.32277586297168,2.8725204794099986,,,,19.793137557884112,71.6927240608183,1
8477,2026-03-15 00:27:46.588600,Sukkur Barrage Colony,63.19929463472362,2.0914728006240337,,,,22.46348013346786,67.77932393180325,1
9198,2026-03-15 00:27:46.588600,Sukkur Cantt,82.74125989506172,5.453917034028506,,,,23.82990387864347,69.9099054067204,1
9919,2026-03-15 00:27:46.588600,Sukkur City Center,68.01983552766005,3.7506989847508643,,,,23.86898339576617,66.20680752481654,1
10640,2026-03-15 00:27:46.588600,Sukkur Industrial Zone,55.34054468037615,2.603503643822601,,,,24.06125516932097,69.40993317385986,1
547,2026-03-15 01:27:46.588600,Airport Road Sukkur,66.02187603591868,4.467751230682101,,,,21.33169591061526,63.013970669840795,1
1268,2026-03-15 01:27:46.588600,Ghotki District Supply,36.99408287565625,2.144123044391596,,,,24.17310858864807,65.99211626893663,1
1989,2026-03-15 01:27:46.588600,Lab-e-Mehran,46.681261397573735,1.2913157342223383,,,,18.097892953995807,67.52567558057255,1
2710,2026-03-15 01:27:46.588600,Lal Shahbaz Area,65.09879640368538,5.0897631363663915,,,,21.349849889953763,77.81308424515572,1
3431,2026-03-15 01:27:46.588600,Minara Road Sukkur,61.18181526352188,2.3486750231813573,,,,20.77474369526077,79.30849669078643,1
4152,2026-03-15 01:27:46.588600,New Sukkur Township,74.8150420879324,4.8078654447210365,,,,20.40250655282259,69.67000915023193,1
4873,2026-03-15 01:27:46.588600,Old Sukkur City,72.32911474761987,3.134510085694762,,,,21.36941461271065,61.96355515856901,1
5594,2026-03-15 01:27:46.588600,Pano Aqil Town,53.00723915549593,2.540924522988674,,,,21.966471972419008,73.41192165347569,1
6315,2026-03-15 01:27:46.588600,Rohri City,66.9133802028538,1.7835189990189617,,,,24.04526997467319,76.76240171290192,1
7036,2026-03-15 01:27:46.588600,Saleh Pat Sukkur,50.62903282809673,2.191191923517026,,,,19.718060434954236,69.59513147623059,1
7757,2026-03-15 01:27:46.588600,Shikarpur Road Sukkur,39.79723217200555,0.8206671431534371,,,,23.73115723822954,74.61230476171495,1
8478,2026-03-15 01:27:46.588600,Sukkur Barrage Colony,61.99188644933862,2.2976206448234358,,,,19.477596945881643,71.28603731760516,1
9199,2026-03-15 01:27:46.588600,Sukkur Cantt,77.31845482680009,2.701991320895426,,,,19.08818156083385,73.96697566695508,1
9920,2026-03-15 01:27:46.588600,Sukkur City Center,77.23375248561406,2.3221939669662657,,,,22.405068480797567,80.78172309467047,1
10641,2026-03-15 01:27:46.588600,Sukkur Industrial Zone,42.23343016448434,1.497597457782881,,,,22.373120395778113,76.84045187137808,1
548,2026-03-15 02:27:46.588600,Airport Road Sukkur,60.34403376095465,4.370787689831389,,,,17.760826576849883,74.39926883912459,1
1269,2026-03-15 02:27:46.588600,Ghotki District Supply,40.49334847457734,2.8482717681572836,,,,17.408600342652935,72.35142162916776,1
1990,2026-03-15 02:27:46.588600,Lab-e-Mehran,55.41714068799573,1.2627502988749026,,,,16.299783371311545,78.76770774976184,1
2711,2026-03-15 02:27:46.588600,Lal Shahbaz Area,65.76986750001043,2.1870919054235975,,,,21.636366583138148,74.87583430977156,1
3432,2026-03-15 02:27:46.588600,Minara Road Sukkur,61.159786953429766,1.8307875357722023,,,,19.27009636060683,83.06489504155107,1
4153,2026-03-15 02:27:46.588600,New Sukkur Township,76.11241244479896,5.931689301668426,,,,15.496121698981707,79.76428848111725,1
4874,2026-03-15 02:27:46.588600,Old Sukkur City,81.83530222846314,2.626458632626708,,,,20.40990994522074,76.13416973633001,1
5595,2026-03-15 02:27:46.588600,Pano Aqil Town,58.04351612918519,4.269490869339449,,,,18.660248837713702,79.49652076240464,1
6316,2026-03-15 02:27:46.588600,Rohri City,60.93717187735821,3.772185941993671,,,,16.25440950815555,75.46798042334835,1
7037,2026-03-15 02:27:46.588600,Saleh Pat Sukkur,50.13911575732506,2.447775415158543,,,,17.283195161165132,83.8527057842785,1
7758,2026-03-15 02:27:46.588600,Shikarpur Road Sukkur,40.35150601335234,1.5044306489309538,,,,20.539998611889107,74.47139967675203,1
8479,2026-03-15 02:27:46.588600,Sukkur Barrage Colony,67.70983659143418,4.517550656655512,,,,17.76552836705406,83.71007877524241,1
9200,2026-03-15 02:27:46.588600,Sukkur Cantt,66.77932180306982,4.569808245601807,,,,17.30752631478682,72.42370666030845,1
9921,2026-03-15 02:27:46.588600,Sukkur City Center,72.73933708850495,3.119366611696496,,,,19.214873159355644,72.96265999716204,1
10642,2026-03-15 02:27:46.588600,Sukkur Industrial Zone,52.91058566826912,1.7148350360042794,,,,18.33183041906314,85.0,1
549,2026-03-15 03:27:46.588600,Airport Road Sukkur,64.69822669632133,1.716571996080507,,,,12.219464871667839,85.0,1
1270,2026-03-15 03:27:46.588600,Ghotki District Supply,48.91730617793282,1.9177378177489637,,,,14.142192446915475,79.0344849442459,1
1991,2026-03-15 03:27:46.588600,Lab-e-Mehran,53.609531666736466,1.288754787299755,,,,13.509080366856303,78.90173952481885,1
2712,2026-03-15 03:27:46.588600,Lal Shahbaz Area,64.78055268961984,4.334745644338714,,,,18.986076640025694,85.0,1
3433,2026-03-15 03:27:46.588600,Minara Road Sukkur,65.97110956007359,4.725847713256187,,,,14.8491376473313,84.87267790783673,1
4154,2026-03-15 03:27:46.588600,New Sukkur Township,72.1323331351514,2.570067823530385,,,,13.617739627510986,75.69568513915429,1
4875,2026-03-15 03:27:46.588600,Old Sukkur City,69.18990253286988,1.9402302075072466,,,,14.387878547031699,84.92657647322108,1
5596,2026-03-15 03:27:46.588600,Pano Aqil Town,48.230476474778754,2.882089667308517,,,,14.278750463443066,82.87122384045406,1
6317,2026-03-15 03:27:46.588600,Rohri City,62.633156063551844,1.4239171624218718,,,,14.213104576590741,85.0,1
7038,2026-03-15 03:27:46.588600,Saleh Pat Sukkur,51.99103006534417,3.6732824501180836,,,,14.752016294600404,76.88035461266287,1
7759,2026-03-15 03:27:46.588600,Shikarpur Road Sukkur,46.09806797608133,1.1851445758550037,,,,15.984987525279479,84.65790671121971,1
8480,2026-03-15 03:27:46.588600,Sukkur Barrage Colony,67.01739774521164,1.647280147469383,,,,14.59585996495472,73.95827726455765,1
9201,2026-03-15 03:27:46.588600,Sukkur Cantt,70.958888725379,5.211473400125972,,,,16.476536664022024,81.24067429056772,1
9922,2026-03-15 03:27:46.588600,Sukkur City Center,75.97674508024107,5.907568644080239,,,,17.64844901821855,85.0,1
10643,2026-03-15 03:27:46.588600,Sukkur Industrial Zone,45.914225254703666,2.684746384603298,,,,14.123710181992255,74.84499303756337,1
550,2026-03-15 04:27:46.588600,Airport Road Sukkur,64.52885699032333,2.9343900748248415,,,,10.548829669639092,78.0623051557891,1
1271,2026-03-15 04:27:46.588600,Ghotki District Supply,39.63937139056063,2.361503728333392,,,,13.118611578084826,84.92920657976622,1
1992,2026-03-15 04:27:46.588600,Lab-e-Mehran,52.72839113579353,3.622552163743624,,,,9.39140610791644,84.40219695553785,1
2713,2026-03-15 04:27:46.588600,Lal Shahbaz Area,58.65460046154378,1.6046205216199907,,,,9.947063675326419,85.0,1
3434,2026-03-15 04:27:46.588600,Minara Road Sukkur,67.42992173338722,2.465820097188527,,,,9.298350389524796,84.71571706525344,1
4155,2026-03-15 04:27:46.588600,New Sukkur Township,72.27839944000893,5.192148219443847,,,,10.741157393029624,80.0450210127114,1
4876,2026-03-15 04:27:46.588600,Old Sukkur City,84.67617267429685,6.260539567507531,,,,8.169267811868613,75.75786974464582,1
5597,2026-03-15 04:27:46.588600,Pano Aqil Town,51.04703899886528,2.9667396558307617,,,,11.39408853767534,83.1577978506661,1
6318,2026-03-15 04:27:46.588600,Rohri City,71.03181889992234,2.476826938175444,,,,13.06322567213783,85.0,1
7039,2026-03-15 04:27:46.588600,Saleh Pat Sukkur,56.331189687343915,3.177120054695366,,,,10.09180742306637,82.1594813983624,1
7760,2026-03-15 04:27:46.588600,Shikarpur Road Sukkur,41.41292618489428,0.8486658678967524,,,,12.286365691362995,78.5969945087769,1
8481,2026-03-15 04:27:46.588600,Sukkur Barrage Colony,64.76708696451603,4.861772738099146,,,,12.929477718547663,79.61192479720562,1
9202,2026-03-15 04:27:46.588600,Sukkur Cantt,77.6364918859464,4.271082993776295,,,,11.418530195933155,80.49221112793936,1
9923,2026-03-15 04:27:46.588600,Sukkur City Center,79.07537956133432,3.2197023000626834,,,,10.097563462059194,85.0,1
10644,2026-03-15 04:27:46.588600,Sukkur Industrial Zone,53.34134491671084,3.5114550670360054,,,,11.383076020712563,84.62819667209749,1
551,2026-03-15 05:27:46.588600,Airport Road Sukkur,59.55888189816997,1.8769016692274272,,,,9.152759265405619,85.0,1
1272,2026-03-15 05:27:46.588600,Ghotki District Supply,38.854343226051206,0.9872608735347668,,,,12.306354425317938,85.0,1
1993,2026-03-15 05:27:46.588600,Lab-e-Mehran,54.73931083593014,3.631342363951293,,,,8.562082611220456,85.0,1
2714,2026-03-15 05:27:46.588600,Lal Shahbaz Area,67.63643669781362,2.9028757664080214,,,,10.674541221537122,85.0,1
3435,2026-03-15 05:27:46.588600,Minara Road Sukkur,62.92220384231416,1.50155825079548,,,,8.707209776413896,85.0,1
4156,2026-03-15 05:27:46.588600,New Sukkur Township,69.51500767017387,2.025823335497159,,,,13.344342479562089,85.0,1
4877,2026-03-15 05:27:46.588600,Old Sukkur City,80.29449689704214,2.990102077782261,,,,8.511606743945556,85.0,1
5598,2026-03-15 05:27:46.588600,Pano Aqil Town,56.48126921302503,2.7015377648042156,,,,8.043958587045601,85.0,1
6319,2026-03-15 05:27:46.588600,Rohri City,68.23911789470405,3.309986708658843,,,,9.562397329984062,85.0,1
7040,2026-03-15 05:27:46.588600,Saleh Pat Sukkur,56.24528542866774,1.1575278472975916,,,,9.29126527850634,81.70263143912115,1
7761,2026-03-15 05:27:46.588600,Shikarpur Road Sukkur,43.34700711879462,3.1662164227496454,,,,10.2583643766172,83.27569091069196,1
8482,2026-03-15 05:27:46.588600,Sukkur Barrage Colony,58.035967744293394,2.1110889692611563,,,,8.0,85.0,1
9203,2026-03-15 05:27:46.588600,Sukkur Cantt,79.0444159776109,5.2925582345882445,,,,11.891797789306993,85.0,1
9924,2026-03-15 05:27:46.588600,Sukkur City Center,73.12980039427259,4.040648829579326,,,,8.0,85.0,1
10645,2026-03-15 05:27:46.588600,Sukkur Industrial Zone,55.29932781094505,4.122397395593144,,,,13.130625051688247,85.0,1
552,2026-03-15 06:27:46.588600,Airport Road Sukkur,61.69521703480579,1.27062123248388,,,,11.005601772988587,85.0,1
1273,2026-03-15 06:27:46.588600,Ghotki District Supply,40.05338696209007,1.146904095945902,,,,8.0,85.0,1
1994,2026-03-15 06:27:46.588600,Lab-e-Mehran,60.452695453278665,1.3260202745459886,,,,11.307335200201255,85.0,1
2715,2026-03-15 06:27:46.588600,Lal Shahbaz Area,60.418907321236055,3.194923804709669,,,,9.366953371118363,85.0,1
3436,2026-03-15 06:27:46.588600,Minara Road Sukkur,67.46300834038367,1.9927469499820099,,,,10.935926676178482,85.0,1
4157,2026-03-15 06:27:46.588600,New Sukkur Township,72.39736732925046,1.6754147058440767,,,,8.0,85.0,1
4878,2026-03-15 06:27:46.588600,Old Sukkur City,76.53178944013715,2.2700268184344896,,,,8.0,85.0,1
5599,2026-03-15 06:27:46.588600,Pano Aqil Town,51.276065316481734,3.816503184957492,,,,8.0,85.0,1
6320,2026-03-15 06:27:46.588600,Rohri City,60.5124077812035,2.5977936504067896,,,,8.68697684582194,85.0,1
7041,2026-03-15 06:27:46.588600,Saleh Pat Sukkur,57.32888959481935,2.363305571874314,,,,9.349258957936888,85.0,1
7762,2026-03-15 06:27:46.588600,Shikarpur Road Sukkur,45.22105322100589,1.4603287116746517,,,,10.843997388937877,85.0,1
8483,2026-03-15 06:27:46.588600,Sukkur Barrage Colony,63.79102364390547,3.089710964744257,,,,8.0,85.0,1
9204,2026-03-15 06:27:46.588600,Sukkur Cantt,77.57620324163433,2.8527721517604174,,,,8.0,85.0,1
9925,2026-03-15 06:27:46.588600,Sukkur City Center,70.47093604670513,4.041652271165956,,,,8.0,85.0,1
10646,2026-03-15 06:27:46.588600,Sukkur Industrial Zone,47.13427242772108,1.9968452223428501,,,,9.023333228183919,85.0,1
553,2026-03-15 07:27:46.588600,Airport Road Sukkur,64.67651996718679,2.751597400856989,,,,8.170238885622538,84.29284016521504,1
1274,2026-03-15 07:27:46.588600,Ghotki District Supply,40.34323865967422,1.3556592542678016,,,,8.0,85.0,1
1995,2026-03-15 07:27:46.588600,Lab-e-Mehran,56.83663200036986,2.5434028896947223,,,,8.0,81.8010082958005,1
2716,2026-03-15 07:27:46.588600,Lal Shahbaz Area,69.49383893550916,3.8362842412452847,,,,8.0,85.0,1
3437,2026-03-15 07:27:46.588600,Minara Road Sukkur,59.78219966372809,3.88846928644688,,,,8.0,85.0,1
4158,2026-03-15 07:27:46.588600,New Sukkur Township,74.29722726880414,1.4986398054970271,,,,8.0,85.0,1
4879,2026-03-15 07:27:46.588600,Old Sukkur City,75.0727987795316,3.258249743616609,,,,8.0,84.56318396565288,1
5600,2026-03-15 07:27:46.588600,Pano Aqil Town,50.00792040939461,1.53355474241424,,,,8.0,85.0,1
6321,2026-03-15 07:27:46.588600,Rohri City,63.70658793951737,1.8738933768126123,,,,8.0,85.0,1
7042,2026-03-15 07:27:46.588600,Saleh Pat Sukkur,49.99263544891581,1.73562503291407,,,,8.743989766873911,85.0,1
7763,2026-03-15 07:27:46.588600,Shikarpur Road Sukkur,42.9703425337103,3.362770148535352,,,,8.0,85.0,1
8484,2026-03-15 07:27:46.588600,Sukkur Barrage Colony,69.88666320328919,1.9205106827736989,,,,8.0,85.0,1
9205,2026-03-15 07:27:46.588600,Sukkur Cantt,77.39635324911772,2.4208609499400215,,,,8.0,85.0,1
9926,2026-03-15 07:27:46.588600,Sukkur City Center,69.7586026837589,5.155296069667055,,,,8.0,85.0,1
10647,2026-03-15 07:27:46.588600,Sukkur Industrial Zone,55.67286863286456,4.277947050724607,,,,8.0,85.0,1
554,2026-03-15 08:27:46.588600,Airport Road Sukkur,64.71104149562736,3.092329818668717,,,,8.0,82.34176054386896,1
1275,2026-03-15 08:27:46.588600,Ghotki District Supply,37.361483674362766,2.6594173301617294,,,,8.478885957007359,85.0,1
1996,2026-03-15 08:27:46.588600,Lab-e-Mehran,51.79538879342363,2.309471076588834,,,,8.0,85.0,1
